8ba4520a-4ce5-43ee-aa0a-561d453d6539,resubmission,6a8a03e2-e135-41a2-bdae-00ce59ba1e79,13d6e4d9-5f03-4f42-a2cb-1abbecf70900
8b443ebe-3ad4-43fa-b668-c1d452a3ce1e,resubmission,4efbe4e4-0316-4b54-b7dd-ca6ed7fc9cae,8506da4b-9675-4877-b7f5-97f088c43721
4bc7094d-3908-43a7-a307-025fc555600e,approved,32ab584a-2510-459e-b684-0873d8e49d75,47745046-fa2d-4ea2-8e68-651a3e2eee48
8a730c43-5d66-4d4c-8608-2023b59bec67,approved,4d929682-ee81-4edf-b8b8-5b238c1dc383,168ab91d-7d0a-4f82-9ac8-3f1017bf31dc
199a3c0b-247b-4bbb-b7fe-84903b00fe94,approved,befa1eab-7d96-4958-adde-0159045c4664,65fafb90-d58f-4c19-970a-ef2be082a2b8
47fa0d11-8673-4f73-80c1-1b95f1924c74,approved,1c477322-494f-49ae-a001-fa127064abe5,168ab91d-7d0a-4f82-9ac8-3f1017bf31dc
c941442e-8bc0-4980-a9b3-a4ec19eae840,approved,3fa6b992-a542-402a-9f7b-f8e1e1497762,40992a54-4d65-443b-96d3-af98348f001c
6890e2cc-e4d7-4342-ba7d-b8b81944424b,approved,e6cfca0d-25cb-479d-9e2b-119cbbcce91b,be1dacf7-13b1-4940-9ec4-37282e69b4e9
f7aefff0-7350-4f3d-a6d0-e7d7fcb29dd6,approved,308b557a-269f-4436-834a-4010b6e0d093,dbb3e7dd-0a63-427b-bbe6-5952c66ce5e2
02041005-110e-4fef-965c-6af32c981064,approved,befa1eab-7d96-4958-adde-0159045c4664,ab6fa385-e9c6-44b3-bc9b-eb146dae7ce5
68b85334-9d7a-4773-bb0c-f2d3ea13bbe9,approved,920c163e-ad93-47e3-8cd3-f9b636b626ef,1e6ea0b1-4e5f-4121-8628-e494c01d3806
51b7a17b-0232-41ba-84c2-9011d3b7e967,approved,6a8a03e2-e135-41a2-bdae-00ce59ba1e79,32822feb-aff5-4bac-bfe6-73ae7b935ad0
58d20955-8265-424a-9779-49e29e286919,resubmission,1c477322-494f-49ae-a001-fa127064abe5,13d6e4d9-5f03-4f42-a2cb-1abbecf70900
254f03ae-432f-4233-9d1c-90cfa38aecad,approved,961b1e1b-b6a8-4461-bbb1-b0001a498cfc,3e1a0403-f47d-4319-bfa4-60a6d4a05a69
cf22b092-683e-4b7e-a75c-5dbb26f64211,approved,f431137a-a85a-4146-9315-8b811ae2164a,c6341c1a-6c0f-4316-841d-8d88e5dd5211
0dca9701-d17b-4904-b346-0b2412932997,resubmission,1c477322-494f-49ae-a001-fa127064abe5,d63c5f5a-755e-4fb3-8dfb-d94e174ea488
ebc29720-06d8-4510-9f50-372a9f78f6e0,approved,5a1f28c5-c536-4ed3-84ac-159ca70dc762,be1dacf7-13b1-4940-9ec4-37282e69b4e9
a4d4767d-f501-40e8-ba19-c94e23d86952,resubmission,4d929682-ee81-4edf-b8b8-5b238c1dc383,dbb3e7dd-0a63-427b-bbe6-5952c66ce5e2
7e218cac-e2a0-4492-9b31-2be0ef28f6f5,approved,32ab584a-2510-459e-b684-0873d8e49d75,68b70f7e-76a5-42e5-bed6-0f4f7c4c8dd4
c642d808-4294-46a4-9c09-30eaf6ea25f2,approved,fcee327b-1fe4-46f6-8749-56be1193f335,d1187811-016a-4156-94b6-b8c4f5f2a1ed
dc4888b1-d8a1-4113-b7a2-b76942b5f5dc,resubmission,e3e783d3-9385-4d9f-8772-a4ea503bffd7,3a355df8-da81-4f20-a1c4-83706507b8c5
06a03264-76b6-438b-80ef-330c4b83c5af,approved,78365303-beba-49e6-82fb-8cf719c49ef5,835ecb2f-abfa-4520-9516-382479144331
876327a6-08e0-4ed2-89f9-680cfefac219,approved,fcee327b-1fe4-46f6-8749-56be1193f335,84d7d09c-8fb8-4b77-a7e8-b84e7b470551
c089308c-e09a-4fbe-8cef-8ce32db51c83,resubmission,f431137a-a85a-4146-9315-8b811ae2164a,68b70f7e-76a5-42e5-bed6-0f4f7c4c8dd4
de98f8cc-587b-4d11-a586-6a822246e926,approved,f431137a-a85a-4146-9315-8b811ae2164a,3e1a0403-f47d-4319-bfa4-60a6d4a05a69
dd17be4e-f891-48ad-870f-9f4eb8e11cf6,approved,7e45c12d-0f78-446e-9595-c6368bbdf04e,e00ce8f0-86ab-4563-b1d1-aae4d038c1ba
5ddd18b1-1b9d-47d3-82bf-7c362f4acd5f,resubmission,cdc3415b-6ff5-49bc-a79e-fe513a6d38cc,7abf96ca-1bd9-4f50-8024-2d78412d90c2
e19c9801-b018-45e7-a43a-8cf01507eeeb,approved,32ab584a-2510-459e-b684-0873d8e49d75,c6341c1a-6c0f-4316-841d-8d88e5dd5211
b9342de3-e980-4413-9d42-461aa520ca2c,approved,ce81a338-d65e-458f-891e-e4e3430c0ccf,3a355df8-da81-4f20-a1c4-83706507b8c5
1bdaba95-d69a-4c21-831f-e0532564917a,declined,e6cfca0d-25cb-479d-9e2b-119cbbcce91b,bdaaeda7-b1d4-4745-a0f3-007e32477ba5
bf94a0e3-a847-4888-835d-e47ae000237d,resubmission,83f24efc-afdc-4c63-9500-e42f6d9f4d20,be971d1b-ffa1-47d7-aa35-46aae83e8604
1585ee56-7dad-4da5-a268-6107f3fa1a27,resubmission,275bc2a7-aa2f-40d1-80e8-f8ac95c04cb5,47745046-fa2d-4ea2-8e68-651a3e2eee48
bf3fd9cd-b405-4e94-9e2f-e9d756d2b81c,approved,4c39a683-2ef3-4d6b-be20-72859585ff02,c6341c1a-6c0f-4316-841d-8d88e5dd5211
071dd6bb-9f5c-4c87-90b0-291acd478e8d,approved,b1e23f8e-beb7-40ee-a706-f5f41d1bb41b,168ab91d-7d0a-4f82-9ac8-3f1017bf31dc
5868bc3d-6721-4d0d-becb-c040d1378ba8,approved,4c39a683-2ef3-4d6b-be20-72859585ff02,be1dacf7-13b1-4940-9ec4-37282e69b4e9
